date,open,high,low,close,volume
2021-11-12,144.97,146.89,144.04,146.49,63804008.0
2021-11-15,146.86,148.34,145.94,146.5,59222803.0
2021-11-16,146.44,147.95,145.85,147.48,59256210.0
2021-11-17,147.48,151.38,147.47,149.91,88807000.0
2021-11-18,150.12,154.97,149.48,154.19,137827673.0
2021-11-19,153.97,157.26,152.88,156.8,117305597.0
2021-11-22,157.91,161.83,157.24,157.26,117467889.0
2021-11-23,157.36,158.02,155.35,157.64,96041899.0
2021-11-24,157.0,158.36,155.91,158.16,69464303.0
2021-11-26,155.85,156.71,152.71,153.15,76959752.0
2021-11-29,155.65,157.43,155.08,156.5,88748217.0
2021-11-30,156.26,161.66,156.19,161.44,174048184.0
2021-12-01,163.57,166.33,160.69,160.92,152423003.0
2021-12-02,155.04,160.37,154.12,159.94,136739174.0
2021-12-03,160.19,161.11,155.99,158.06,118023116.0
2021-12-06,160.46,163.96,160.45,161.46,107496982.0
2021-12-07,165.13,167.58,164.41,167.19,120405354.0
2021-12-08,168.11,171.85,166.72,170.99,116998901.0
2021-12-09,170.83,172.63,169.86,170.49,108923739.0
2021-12-10,171.12,175.44,170.61,175.26,115402748.0
2021-12-13,176.89,177.88,171.43,171.64,153237019.0
2021-12-14,171.16,173.59,168.19,170.26,139380382.0
2021-12-15,171.02,175.31,168.29,175.12,131063497.0
2021-12-16,175.1,176.91,166.77,168.24,150185843.0
2021-12-17,165.96,169.42,165.73,167.15,195923441.0
2021-12-20,164.35,166.6,163.55,165.79,107499114.0
2021-12-21,167.56,169.16,165.17,168.95,91185957.0
2021-12-22,169.0,171.76,168.13,171.54,92135303.0
2021-12-23,171.75,172.72,171.19,172.17,68356867.0
2021-12-27,172.96,176.21,172.94,176.12,74919582.0
2021-12-28,175.96,177.1,174.36,175.11,79144339.0
2021-12-29,175.14,176.41,173.98,175.19,62348932.0
2021-12-30,175.28,176.36,173.93,174.04,59773014.0
2021-12-31,173.93,175.05,173.12,173.43,64062281.0
2022-01-03,173.68,178.61,173.56,177.76,104701220.0
2022-01-04,178.37,178.67,174.94,175.51,99310448.0
2022-01-05,175.42,175.97,170.56,170.84,94537602.0
2022-01-06,168.67,171.21,167.63,167.99,96903955.0
2022-01-07,168.86,170.08,167.04,168.15,86709147.0
2022-01-10,165.13,168.47,164.25,168.17,106765552.0
2022-01-11,168.3,171.09,166.83,170.99,76138322.0
2022-01-12,172.01,173.05,170.74,171.43,74805173.0
2022-01-13,171.68,172.5,167.78,168.17,84505790.0
2022-01-14,167.34,169.72,167.1,169.03,80440790.0
2022-01-18,167.51,168.51,165.46,165.84,91168729.0
2022-01-19,166.03,167.09,162.07,162.35,94814990.0
2022-01-20,163.08,165.72,160.35,160.67,91420515.0
2022-01-21,160.58,162.45,158.51,158.62,122848858.0
2022-01-24,156.29,158.51,151.09,157.85,162706686.0
2022-01-25,155.27,158.96,153.36,156.05,115798367.0
2022-01-26,159.68,160.55,154.14,155.96,108275308.0
2022-01-27,158.66,160.02,154.59,155.5,121954638.0
2022-01-28,161.84,166.37,159.0,166.35,179935660.0
2022-01-31,166.19,170.92,165.55,170.7,115541590.0
2022-02-01,169.95,170.76,168.29,170.54,86213911.0
2022-02-02,170.67,171.78,169.28,171.74,84914256.0
2022-02-03,170.41,172.13,168.1,168.86,89418074.0
2022-02-04,167.89,170.26,166.91,168.59,82465400.0
2022-02-07,169.05,170.11,167.18,167.87,77251204.0
2022-02-08,167.94,171.48,167.65,170.97,74829217.0
2022-02-09,172.17,172.75,171.04,172.39,71285038.0
2022-02-10,170.3,171.61,167.76,168.32,90865899.0
2022-02-11,168.53,169.26,164.33,164.92,98670687.0
2022-02-14,163.68,165.84,162.88,165.15,86185530.0
2022-02-15,167.2,169.13,166.49,168.98,64286320.0
2022-02-16,168.06,169.51,166.3,168.74,61177398.0
2022-02-17,167.26,168.12,164.75,165.15,69589344.0
2022-02-18,166.07,166.78,162.52,163.61,82772674.0
2022-02-22,161.34,163.01,158.57,160.69,91162758.0
2022-02-23,161.89,162.48,156.22,156.54,90009247.0
2022-02-24,149.21,159.26,148.65,159.15,141147540.0
2022-02-25,160.22,161.48,157.32,161.21,91974222.0
2022-02-28,159.46,161.77,158.85,161.48,95056629.0
2022-03-01,161.07,162.92,158.4,159.6,83474425.0
2022-03-02,160.76,163.67,159.35,162.88,79724750.0
2022-03-03,164.75,165.18,161.9,162.56,76678441.0
2022-03-04,160.86,161.9,158.52,159.57,83819592.0
2022-03-07,159.76,161.38,155.53,155.78,96418845.0
2022-03-08,155.32,159.29,152.36,153.97,131148280.0
2022-03-09,157.92,159.8,155.89,159.35,91454905.0
2022-03-10,156.66,156.85,152.54,155.02,105342033.0
2022-03-11,155.42,155.77,151.09,151.32,96970102.0
2022-03-14,148.11,150.72,146.79,147.3,108732111.0
2022-03-15,147.57,152.14,147.06,151.67,92964302.0
2022-03-16,153.58,156.47,151.05,156.07,102300157.0
2022-03-17,155.11,157.45,154.15,157.08,75615376.0
2022-03-18,156.97,160.85,156.23,160.36,123511692.0
2022-03-21,159.9,162.68,159.42,161.73,95811352.0
2022-03-22,161.86,165.68,161.27,165.09,81532007.0
2022-03-23,164.28,168.83,163.95,166.45,98062674.0
2022-03-24,167.29,170.3,166.45,170.23,90131418.0
2022-03-25,170.04,171.41,168.94,170.86,80546156.0
2022-03-28,168.37,171.85,168.2,171.73,90371916.0
2022-03-29,172.79,175.06,172.45,175.01,100589440.0
2022-03-30,174.61,175.65,172.8,173.85,92633154.0
2022-03-31,173.92,174.1,170.55,170.76,103049285.0
